main_id,ra,dec,plx_value
"* eps Ind b",330.8402234423433,-56.785978554364995,274.8431
"* eps Ind",330.8402234423433,-56.785978554364995,274.8431
"* tau Cet b",26.01701307163417,-15.93747989102139,273.8097
"* tau Cet c",26.01701307163417,-15.93747989102139,273.8097
"* tau Cet d",26.01701307163417,-15.93747989102139,273.8097
"* tau Cet h",26.01701307163417,-15.93747989102139,273.8097
"* tau Cet e",26.01701307163417,-15.93747989102139,273.8097
"* tau Cet g",26.01701307163417,-15.93747989102139,273.8097
"* tau Cet f",26.01701307163417,-15.93747989102139,273.8097
"* tau Cet",26.01701307163417,-15.93747989102139,273.8097
"NAME L 372-58d",53.99874650552501,-44.5127030084914,272.1615
"NAME L 372-58b",53.99874650552501,-44.5127030084914,272.1615
"NAME L 372-58c",53.99874650552501,-44.5127030084914,272.1615
"L  372-58",53.998746505525006,-44.51270300849139,272.1615
"* eps Ind B",331.04414658852124,-56.782844195116105,270.658
"NAME YZ Cet d",18.127653677659172,-16.998988336544166,269.0573
"NAME YZ Cet c",18.127653677659172,-16.998988336544166,269.0573
"NAME YZ Cet b",18.127653677659172,-16.998988336544166,269.0573
"V* YZ Cet",18.127653677659172,-16.998988336544166,269.0573
"GJ 273 d",111.85207903566794,5.225789303071388,264.1269
"GJ 273 e",111.85207903566794,5.225789303071388,264.1269
"BD+05  1668c",111.85207903566794,5.225789303071388,264.1269
"BD+05  1668",111.85207903566794,5.225789303071388,264.1269
"BD+05  1668b",111.85207903566794,5.225789303071388,264.1269
"NAME Teegarden's Star c",43.253715805170415,16.881286719482496,260.9884
"NAME Teegarden's Star d",43.253715805170415,16.881286719482496,260.9884
"NAME Teegarden's Star b",43.253715805170415,16.881286719482496,260.9884
"NAME Teegarden's Star",43.253715805170415,16.881286719482496,260.9884
"SCR J1845-6357B",281.27189999999996,-63.96328,259.45
"HD  33793b",77.91912433145708,-45.018433815243334,254.1986
"HD  33793c",77.91912433145708,-45.018433815243334,254.1986
"HD  33793",77.91912433145708,-45.01843381524333,254.1986
"V* AX Mic",319.3136211170721,-38.86736220516139,251.9124
"HD 239960B",336.9991483422729,57.697151875743884,249.9668
"HD 239960",336.9978041181893,57.695897924620475,249.94
"SCR J1845-6357",281.27188853878334,-63.96318058599389,249.6651
"HD 239960A",336.9981564512275,57.69502237771611,249.3926
"DENIS J104814.6-395606",162.06072337671375,-39.9352340955186,247.2156
"Gaia DR2 4129144660321847040",255.11368527137753,-18.83290230913167,243.6718
"Ross  614",97.34746465634959,-2.8135566419502775,242.9659
"WISE J072227.27-054029.9",110.616275,-5.675993611111111,242.8
"BD-12  4523d",247.5752433114095,-12.662589227147778,232.139
"BD-12  4523b",247.5752433114095,-12.662589227147778,232.139
"BD-12  4523",247.57524331140954,-12.662589227147778,232.139
"BD-12  4523c",247.5752433114095,-12.662589227147778,232.139
"Wolf   28",12.291243072220414,5.388609396929721,231.78
"Wolf  424 A",188.32257346994038,9.021123587424446,231.1185
"HD 225213",1.3517851465737503,-37.35736331430695,230.097
"GJ 9066 c",30.053984665969573,13.051944602566945,223.7321
"GJ 9066 b",30.053984665969573,13.051944602566945,223.7321
